상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,대지구분명,지번본번지,지번주소,도로명,건물본번지,도로명주소,경도,위도
한샘바둑학원,학문/교육,학원-예능취미체육,학원-바둑,부산광역시,부산진구,개금1동,개금동,대지,563,부산광역시 부산진구 개금동 563-5,부산광역시 부산진구 엄광로,64,부산광역시 부산진구 엄광로 64,129.023124180607,35.1478654511102
힐링타이,관광/여가/오락,요가/단전/마사지,안마시술소,부산광역시,사하구,신평2동,신평동,대지,616,부산광역시 사하구 신평동 616-1,부산광역시 사하구 하신번영로163번길,31,부산광역시 사하구 하신번영로163번길 31,128.958220665585,35.0972863295454
북경,음식,중식,중국음식/중국집,부산광역시,부산진구,연지동,연지동,대지,191,부산광역시 부산진구 연지동 191-1,부산광역시 부산진구 연지로,23,부산광역시 부산진구 연지로 23,129.052159473802,35.1714766686927
미장샘헤어,생활서비스,이/미용/건강,여성미용실,부산광역시,사상구,괘법동,괘법동,대지,583,부산광역시 사상구 괘법동 583-9,부산광역시 사상구 괘감로,95,부산광역시 사상구 괘감로 95-4,128.985443184631,35.157435139403
해들녘,음식,한식,한식/백반/한정식,부산광역시,부산진구,가야1동,가야동,대지,408,부산광역시 부산진구 가야동 408-5,부산광역시 부산진구 엄광로,209,부산광역시 부산진구 엄광로 209,129.036162675459,35.149656600571
부산꼼장어,음식,일식/수산물,곰장어전문,부산광역시,부산진구,개금1동,개금동,대지,177,부산광역시 부산진구 개금동 177-208,부산광역시 부산진구 복지로13번길,65,부산광역시 부산진구 복지로13번길 65,129.023956695419,35.1521220255457
김해한복,소매,의복의류,한복/갈옷/민속옷,부산광역시,부산진구,당감1동,당감동,대지,238,부산광역시 부산진구 당감동 238-38,부산광역시 부산진구 당감로16번길,47,부산광역시 부산진구 당감로16번길 47-6,129.042129403358,35.1640097056529
손샘수학학원,학문/교육,학원-예능취미체육,학원-주산암산부기속셈,부산광역시,해운대구,좌2동,좌동,대지,1482,부산광역시 해운대구 좌동 1482-2,부산광역시 해운대구 양운로42번길,12,부산광역시 해운대구 양운로42번길 12,129.177879821391,35.1680118851734
그린카프라자,생활서비스,자동차/이륜차,자동차정비/카센타,부산광역시,부산진구,당감4동,당감동,대지,335,부산광역시 부산진구 당감동 335-1,부산광역시 부산진구 당감서로,59,부산광역시 부산진구 당감서로 59,129.036431412078,35.1656540543077
제주이마이가다대포점,음식,한식,갈비/삼겹살,부산광역시,사하구,다대2동,다대동,대지,1577,부산광역시 사하구 다대동 1577-4,부산광역시 사하구 다송로68번길,18,부산광역시 사하구 다송로68번길 18,128.982920244718,35.0616361198689
성균관어린이집,학문/교육,유아교육,어린이집,부산광역시,사하구,다대1동,다대동,대지,949,부산광역시 사하구 다대동 949-14,부산광역시 사하구 윤공단로17번길,98,부산광역시 사하구 윤공단로17번길 98,128.966792281781,35.0559425923115
탐앤탐스,음식,커피점/카페,커피전문점/카페/다방,부산광역시,해운대구,우1동,우동,대지,1434,부산광역시 해운대구 우동 1434-2,부산광역시 해운대구 마린시티1로,155,부산광역시 해운대구 마린시티1로 155,129.148255056765,35.1572453776611
로또복권,소매,기타판매업,복권판매,부산광역시,사하구,감천1동,감천동,대지,648,부산광역시 사하구 감천동 648-10,부산광역시 사하구 감천로,45,부산광역시 사하구 감천로 45,128.997694652866,35.0910547054404
경동추어탕,음식,한식,추어탕전문,부산광역시,해운대구,좌2동,좌동,대지,1484,부산광역시 해운대구 좌동 1484-2,부산광역시 해운대구 세실로,43,부산광역시 해운대구 세실로 43,129.178472706308,35.1687813039787
카타딘정수기,소매,가정/주방/인테리어,정수기연수기,부산광역시,부산진구,연지동,연지동,대지,329,부산광역시 부산진구 연지동 329-4,부산광역시 부산진구 성지로61번길,26,부산광역시 부산진구 성지로61번길 26,129.053139841021,35.1759931297181
안젤라헤어,생활서비스,이/미용/건강,여성미용실,부산광역시,부산진구,부전2동,부전동,대지,152,부산광역시 부산진구 부전동 152-3,부산광역시 부산진구 서전로,12,부산광역시 부산진구 서전로 12-1,129.061045942925,35.1575357598831
예감사주,생활서비스,개인서비스,운명감정작명,부산광역시,부산진구,전포1동,전포동,대지,312,부산광역시 부산진구 전포동 312-46,부산광역시 부산진구 전포대로200번길,5,부산광역시 부산진구 전포대로200번길 5,129.065815404893,35.1546274696684
1979남포통닭,음식,유흥주점,호프/맥주,부산광역시,사하구,하단2동,하단동,대지,887,부산광역시 사하구 하단동 887-2,부산광역시 사하구 낙동남로1347번길,45,부산광역시 사하구 낙동남로1347번길 45,128.959296326126,35.1085905148073
백양,생활서비스,세탁/가사서비스,세탁소/빨래방,부산광역시,사상구,주례2동,주례동,대지,10,부산광역시 사상구 주례동 10-21,부산광역시 사상구 백양대로,372,부산광역시 사상구 백양대로 372-22,129.013084210391,35.155088879451
효림태권도,학문/교육,학원기타,학원(종합),부산광역시,사하구,장림2동,장림동,대지,348,부산광역시 사하구 장림동 348-6,부산광역시 사하구 장림시장5길,213,부산광역시 사하구 장림시장5길 213,128.970666574127,35.0794836230686
기장산곰장어,음식,일식/수산물,곰장어전문,부산광역시,사상구,학장동,학장동,대지,169,부산광역시 사상구 학장동 169-2,부산광역시 사상구 학감대로,42,부산광역시 사상구 학감대로 42,128.994847229727,35.1374103044388
바른텔레콤,소매,사진/광학/정밀기기소매,핸드폰소매,부산광역시,부산진구,양정1동,양정동,대지,525,부산광역시 부산진구 양정동 525,부산광역시 부산진구 거제대로,26,부산광역시 부산진구 거제대로 26,129.067935165652,35.1715369194114
신동아식당,음식,기타음식업,구내식당/자급식음식점,부산광역시,사하구,신평1동,신평동,대지,536,부산광역시 사하구 신평동 536-3,부산광역시 사하구 을숙도대로,581,부산광역시 사하구 을숙도대로 581,128.969477026344,35.0864520360835
숲속의풍경커피숍,음식,커피점/카페,커피전문점/카페/다방,부산광역시,부산진구,연지동,연지동,대지,376,부산광역시 부산진구 연지동 376-8,부산광역시 부산진구 새싹로,149,부산광역시 부산진구 새싹로 149,129.049484268883,35.1691742862033
도서출판롯데인쇄,생활서비스,광고/인쇄,인쇄종합,부산광역시,부산진구,부전2동,부전동,대지,533,부산광역시 부산진구 부전동 533-21,부산광역시 부산진구 부전로,16,부산광역시 부산진구 부전로 16-1,129.057131629961,35.1519092303158
미체헤어,생활서비스,이/미용/건강,여성미용실,부산광역시,부산진구,전포1동,전포동,대지,346,부산광역시 부산진구 전포동 346-13,부산광역시 부산진구 서전로58번길,118,부산광역시 부산진구 서전로58번길 118,129.066050920312,35.1524890981741
김해생선,소매,음/식료품소매,수산물소매,부산광역시,사하구,괴정4동,괴정동,대지,552,부산광역시 사하구 괴정동 552-14,부산광역시 사하구 괴정로,219,부산광역시 사하구 괴정로 219,128.985523092843,35.0975812852608
천부경명상센터,생활서비스,광고/인쇄,인쇄종합,부산광역시,사하구,당리동,당리동,대지,324,부산광역시 사하구 당리동 324-21,부산광역시 사하구 다대로,2,부산광역시 사하구 다대로 2,128.976736435973,35.1020602751236
동진김밥,음식,분식,라면김밥분식,부산광역시,해운대구,우2동,우동,대지,1500,부산광역시 해운대구 우동 1500,부산광역시 해운대구 APEC로,55,부산광역시 해운대구 APEC로 55,129.13603906341,35.1690785295441
믹스플라워,소매,선물/팬시/기념품,꽃집/꽃배달,부산광역시,부산진구,연지동,연지동,대지,353,부산광역시 부산진구 연지동 353-1,부산광역시 부산진구 새싹로,177,부산광역시 부산진구 새싹로 177,129.049531148133,35.1719681932046
굿모닝약국,의료,약국/한약방,약국,부산광역시,사하구,괴정4동,괴정동,대지,553,부산광역시 사하구 괴정동 553-3,부산광역시 사하구 장평로,445,부산광역시 사하구 장평로 445,128.986262207486,35.0979358384291
동서노래방,관광/여가/오락,무도/유흥/가무,노래방,부산광역시,사상구,주례1동,주례동,대지,333,부산광역시 사상구 주례동 333-20,부산광역시 사상구 백양대로,435,부산광역시 사상구 백양대로 435,129.004215707281,35.1523864039217
맘마킹,생활서비스,광고/인쇄,인쇄종합,부산광역시,해운대구,우2동,우동,대지,1514,부산광역시 해운대구 우동 1514,부산광역시 해운대구 APEC로,17,부산광역시 해운대구 APEC로 17,129.132439037082,35.1659483828016
목화,음식,유흥주점,룸살롱/단란주점,부산광역시,부산진구,부암1동,부암동,대지,304,부산광역시 부산진구 부암동 304-3,부산광역시 부산진구 동평로,193,부산광역시 부산진구 동평로 193,129.049511033834,35.167839994688
숨비소리,음식,한식,기타고기요리,부산광역시,부산진구,부전2동,부전동,대지,524,부산광역시 부산진구 부전동 524-17,부산광역시 부산진구 중앙대로691번길,53,부산광역시 부산진구 중앙대로691번길 53,129.056195986366,35.1542429846429
가정집손칼국수,음식,분식,국수/만두/칼국수,부산광역시,해운대구,반여2동,반여동,대지,1291,부산광역시 해운대구 반여동 1291-126,부산광역시 해운대구 재반로226번길,35,부산광역시 해운대구 재반로226번길 35-5,129.132680802569,35.1976206602399
LG전자서비스센터,소매,가전제품소매,일반가전제품,부산광역시,해운대구,중1동,중동,대지,284,부산광역시 해운대구 중동 284-3,부산광역시 해운대구 해운대로767번길,7,부산광역시 해운대구 해운대로767번길 7,129.173035991732,35.1678065022965
씨앤지,부동산,부동산중개,부동산중개,부산광역시,부산진구,부전2동,부전동,대지,257,부산광역시 부산진구 부전동 257-3,부산광역시 부산진구 서면로,74,부산광역시 부산진구 서면로 74,129.058166292831,35.1572274300434
하버드영재어린이집,학문/교육,유아교육,어린이집,부산광역시,해운대구,재송2동,재송동,대지,1035,부산광역시 해운대구 재송동 1035-3,부산광역시 해운대구 재반로165번길,29,부산광역시 해운대구 재반로165번길 29-21,129.126683576921,35.1927370470607
수애,소매,화장품소매,화장품판매점,부산광역시,부산진구,부전2동,부전동,대지,573,부산광역시 부산진구 부전동 573-1,부산광역시 부산진구 부전로,187,부산광역시 부산진구 부전로 187,129.061215681513,35.1638440145745
다잡아컴퓨터,소매,사무/문구/컴퓨터,컴퓨터/사무용기기종합,부산광역시,해운대구,반여1동,반여동,대지,1632,부산광역시 해운대구 반여동 1632,부산광역시 해운대구 반여로,131,부산광역시 해운대구 반여로 131,129.123372591357,35.2034761996767
